"FLaSHLogNumber","Project","Year","SampleDate","Station","Species","SerialNumber","GutContents","PreyItemsID'd","DietStudy"
688,"SKT",2012,4/4/2012 0:00:00,"719","DELSME","4942","y","y",1
689,"SKT",2012,4/4/2012 0:00:00,"719","DELSME","4945","y","y",1
690,"SKT",2012,4/4/2012 0:00:00,"719","DELSME","4947","y","y",1
691,"SKT",2012,4/4/2012 0:00:00,"719","DELSME","4950","y","y",1
692,"SKT",2012,4/4/2012 0:00:00,"719","DELSME","4953","y","y",1
693,"SKT",2012,4/4/2012 0:00:00,"719","DELSME","4954","y","y",2
694,"SKT",2012,1/18/2012 0:00:00,"519","DELSME","4049","Y","y",2
696,"SKT",2012,1/18/2012 0:00:00,"519","DELSME","4054","y","y",
697,"SKT",2012,1/18/2012 0:00:00,"519","DELSME","4057","y","y",
698,"SKT",2012,1/18/2012 0:00:00,"519","DELSME","4060","y","y",
699,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4121","y","y",
700,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4144","y","y",
701,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4152","y","y",
702,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4218","y","y",
703,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4222","y","y",
704,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4223","y","y",
705,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4286","y","y",
706,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4292","y","y",
707,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4294","y","y",
708,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4298","y","y",
709,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4300","Y","Y",
710,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4313","y","y",
711,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4381","y","y",
712,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4391","y","y",
713,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4538","y","y",
714,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4572","y","y",
715,"SKT",2012,4/4/2012 0:00:00,"704","DELSME","4914","N","y",2
716,"SKT",2012,5/2/2012 0:00:00,"716","DELSME","5078","y","y",
717,"SKT",2012,5/2/2012 0:00:00,"716","DELSME","5081","Y","y",
718,"SKT",2012,5/2/2012 0:00:00,"719","DELSME","5084","y","y",
719,"SKT",2012,5/2/2012 0:00:00,"719","DELSME","5095","y","y",
720,"SKT",2012,5/2/2012 0:00:00,"716","DELSME","5096","Y","y",2
721,"SKT",2012,5/2/2012 0:00:00,"719","DELSME","5119","y","y",
722,"SKT",2012,5/2/2012 0:00:00,"719","DELSME","5121","y","y",
997,"FMWT",2012,9/10/2012 0:00:00,"416","DELSME","5385","Y","Y",1
998,"FMWT",2012,10/11/2012 0:00:00,"511","DELSME","5689","Y","Y",1
999,"FMWT",2012,10/11/2012 0:00:00,"512","DELSME","5688","Y","Y",1
1000,"FMWT",2012,10/11/2012 0:00:00,"512","DELSME","5687","y","Y",2
1001,"FMWT",2012,10/11/2012 0:00:00,"512","DELSME","5685","Y","Y",1
1002,"FMWT",2012,10/11/2012 0:00:00,"512","DELSME","5686","Y","Y",1
1003,"FMWT",2012,10/11/2012 0:00:00,"513","DELSME","5657","Y","Y",1
1004,"FMWT",2012,10/11/2012 0:00:00,"513","DELSME","5656","Y","Y",1
1005,"FMWT",2012,10/11/2012 0:00:00,"513","DELSME","5655","Y","Y",1
1006,"FMWT",2012,10/15/2012 0:00:00,"703","DELSME","5705","Y","Y",1
1007,"FMWT",2012,10/15/2012 0:00:00,"703","DELSME","5709","Y","Y",1
1008,"FMWT",2012,10/15/2012 0:00:00,"703","DELSME","5712","Y","Y",1
1009,"FMWT",2012,10/15/2012 0:00:00,"703","DELSME","5706","Y","Y",1
1010,"FMWT",2012,10/15/2012 0:00:00,"703","DELSME","5708","Y","Y",1
1011,"FMWT",2012,10/15/2012 0:00:00,"703","DELSME","5713","Y","Y",1
1012,"FMWT",2012,10/15/2012 0:00:00,"703","DELSME","5707","Y","Y",1
1013,"FMWT",2012,10/15/2012 0:00:00,"703","DELSME","5704","Y","Y",1
1014,"FMWT",2012,10/15/2012 0:00:00,"704","DELSME","5721","Y","Y",1
1015,"FMWT",2012,10/15/2012 0:00:00,"704","DELSME","5722","Y","Y",1
1016,"FMWT",2012,10/15/2012 0:00:00,"704","DELSME","5723","Y","Y",1
1017,"FMWT",2012,10/15/2012 0:00:00,"705","DELSME","5724","Y","Y",1
1018,"FMWT",2012,10/18/2012 0:00:00,"719","DELSME","5804","y","Y",1
1019,"FMWT",2012,10/18/2012 0:00:00,"797","DELSME","5835","y","y",1
1020,"FMWT",2012,11/14/2012 0:00:00,"703","DELSME","5932","y","y",1
1021,"FMWT",2012,11/14/2012 0:00:00,"703","DELSME","5933","y","y",1
1022,"FMWT",2012,11/14/2012 0:00:00,"703","DELSME","5934","y","y",1
1023,"FMWT",2012,11/14/2012 0:00:00,"704","DELSME","5942","Y","Y",1
1024,"FMWT",2012,11/14/2012 0:00:00,"704","DELSME","5940","Y","Y",1
1025,"FMWT",2012,11/14/2012 0:00:00,"704","DELSME","5937","Y","Y",1
1026,"FMWT",2012,11/14/2012 0:00:00,"704","DELSME","5939","y","y",1
1027,"FMWT",2012,11/14/2012 0:00:00,"704","DELSME","5941","y","y",1
1028,"FMWT",2012,11/14/2012 0:00:00,"705","DELSME","5944","Y","Y",1
1029,"FMWT",2012,11/15/2012 0:00:00,"719","DELSME","5987","y","y",1
1030,"FMWT",2012,11/15/2012 0:00:00,"797","DELSME","6017","Y","Y",1
1031,"FMWT",2012,12/5/2012 0:00:00,"505","DELSME","6086","Y","y",1
1032,"FMWT",2012,12/7/2012 0:00:00,"515","DELSME","6110","y","y",1
1033,"FMWT",2012,12/7/2012 0:00:00,"517","DELSME","6112","Y","Y",1
1034,"FMWT",2012,12/7/2012 0:00:00,"517","DELSME","6113","y","y",1
1035,"FMWT",2012,12/7/2012 0:00:00,"519","DELSME","6115","Y","Y",1
1036,"FMWT",2012,12/7/2012 0:00:00,"519","DELSME","6114","y","y",1
1037,"FMWT",2012,12/6/2012 0:00:00,"602","DELSME","6100","y","y",1
1038,"FMWT",2012,12/12/2012 0:00:00,"716","DELSME","6188","Y","Y",1
1039,"FMWT",2012,12/11/2012 0:00:00,"719","DELSME","6132","Y","Y",1
1040,"FMWT",2012,12/11/2012 0:00:00,"796","DELSME","6148","Y","Y",1
1041,"FMWT",2012,12/11/2012 0:00:00,"797","DELSME","6141","Y","Y",1
1042,"SKT",2013,1/8/2013 0:00:00,"513","DELSME","6206","Y","Y",1
1043,"SKT",2013,1/9/2013 0:00:00,"707","DELSME","6207","Y","y",1
1044,"SKT",2013,1/9/2013 0:00:00,"707","DELSME","6208","y","Y",1
1045,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6212","Y","y",1
1046,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6213","Y","Y",1
1047,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6215","Y","Y",1
1048,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6216","Y","Y",1
1049,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6217","Y","Y",1
1050,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6218","Y","Y",1
1051,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6219","Y","Y",1
1052,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6220","y","y",1
1053,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6221","Y","Y",1
1054,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6222","y","y",1
1055,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6223","y","y",1
1056,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6224","y","y",1
1057,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6225","Y","Y",1
1058,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6226","Y","y",1
1059,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6227","Y","y",1
1060,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6230","Y","y",1
1061,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6232","Y","y",1
1062,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6233","y","y",1
1063,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6234","y","y",1
1064,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6235","y","y",1
1065,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6236","y","y",1
1066,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6237","y","y",1
1067,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6238","y","y",1
1068,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6239","y","y",2
1069,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6242","y","y",1
1070,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6244","y","y",2
1071,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6245","y","y",1
1072,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6249","y","y",1
1073,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6251","y","y",1
1074,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6252","y","y",1
1075,"SKT",2013,1/9/2013 0:00:00,"719","DELSME","6253","y","y",1
1076,"SKT",2013,1/9/2013 0:00:00,"716","DELSME","6255","y","y",1
1077,"SKT",2013,1/9/2013 0:00:00,"715","DELSME","6256","y","y",2
1078,"SKT",2013,1/9/2013 0:00:00,"715","DELSME","6257","y","y",1
1079,"SKT",2013,1/9/2013 0:00:00,"715","DELSME","6258","y","y",1
1080,"SKT",2013,1/9/2013 0:00:00,"715","DELSME","6259","y","y",1
1081,"SKT",2013,1/10/2013 0:00:00,"609","DELSME","6260","y","y",1
1082,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6261","y","y",1
1083,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6263","y","y",1
1084,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6265","y","y",1
1085,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6267","y","y",1
1086,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6268","y","y",1
1087,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6272","y","y",1
1088,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6273","y","y",1
1089,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6275","Y","Y",1
1090,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6276","y","y",1
1091,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6277","y","y",1
1092,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6278","y","Y",1
1093,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6279","Y","Y",1
1094,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6280","y","y",1
1095,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6281","y","y",1
1096,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6282","y","y",1
1097,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6283","y","y",1
1098,"SKT",2013,1/10/2013 0:00:00,"606","DELSME","6285","y","y",1
1099,"SKT",2013,1/10/2013 0:00:00,"602","DELSME","6287","y","y",1
1100,"SKT",2013,1/10/2013 0:00:00,"519","DELSME","6288","y","Y",1
1101,"SKT",2013,2/7/2013 0:00:00,"508","DELSME","6196","y","y",1
1102,"SKT",2013,1/10/2013 0:00:00,"602","DELSME","6286","y","y",1
1103,"SKT",2013,1/9/2013 0:00:00,"707","DELSME","6209","y","y",1
1104,"SKT",2013,1/10/2013 0:00:00,"519","DELSME","6289","y","y",1
1105,"SKT",2013,2/7/2013 0:00:00,"606","DELSME","6198","y","y",1
1106,"SKT",2013,2/7/2013 0:00:00,"606","DELSME","6201","y","y",1
1107,"SKT",2013,2/7/2013 0:00:00,"606","DELSME","6205","y","y",1
1108,"SKT",2013,2/7/2013 0:00:00,"606","DELSME","6358","y","y",1
1109,"SKT",2013,2/7/2013 0:00:00,"606","DELSME","6359","y","y",2
1110,"SKT",2013,2/7/2013 0:00:00,"610","DELSME","6386","y","y",1
1111,"SKT",2013,2/7/2013 0:00:00,"610","DELSME","6388","y","y",2
1112,"SKT",2013,2/7/2013 0:00:00,"610","DELSME","6389","y","y",1
1113,"SKT",2013,3/5/2013 0:00:00,"508","DELSME","6390","y","y",1
1114,"SKT",2013,3/6/2013 0:00:00,"704","DELSME","6396","y","y",1
1115,"SKT",2013,3/6/2013 0:00:00,"704","DELSME","6397","y","y",1
1116,"SKT",2013,3/6/2013 0:00:00,"704","DELSME","6398","y","y",1
1117,"SKT",2013,3/6/2013 0:00:00,"704","DELSME","6399","y","y",1
1118,"SKT",2013,3/6/2013 0:00:00,"704","DELSME","6400","y","y",1
1119,"SKT",2013,3/6/2013 0:00:00,"704","DELSME","6401","y","y",1
1120,"SKT",2013,3/6/2013 0:00:00,"704","DELSME","6402","y","y",1
1121,"SKT",2013,3/6/2013 0:00:00,"704","DELSME","6403","y","y",1
1122,"SKT",2013,3/6/2013 0:00:00,"706","DELSME","6404","y","y",1
1123,"SKT",2013,3/6/2013 0:00:00,"706","DELSME","6405","y","y",1
1124,"SKT",2013,3/6/2013 0:00:00,"706","DELSME","6406","y","y",1
1125,"SKT",2013,3/6/2013 0:00:00,"706","DELSME","6407","y","y",2
1126,"SKT",2013,3/6/2013 0:00:00,"706","DELSME","6408","y","y",1
1127,"SKT",2013,3/6/2013 0:00:00,"706","DELSME","6409","y","y",1
1128,"SKT",2013,3/6/2013 0:00:00,"706","DELSME","6410","y","y",1
1129,"SKT",2013,3/7/2013 0:00:00,"519","DELSME","6450","y","y",1
1130,"SKT",2013,3/7/2013 0:00:00,"519","DELSME","6451","y","y",1
1131,"SKT",2013,3/7/2013 0:00:00,"519","DELSME","6452","Y","y",1
1132,"SKT",2013,3/7/2013 0:00:00,"519","DELSME","6453","y","y",1
1133,"SKT",2013,3/7/2013 0:00:00,"606","DELSME","6441","y","y",2
1134,"SKT",2013,3/7/2013 0:00:00,"606","DELSME","6442","y","y",1
1135,"SKT",2013,3/7/2013 0:00:00,"606","DELSME","6443","y","y",2
1136,"SKT",2013,3/7/2013 0:00:00,"606","DELSME","6444","y","y",1
1137,"SKT",2013,3/7/2013 0:00:00,"606","DELSME","6449","y","y",1
1138,"SKT",2013,3/7/2013 0:00:00,"606","DELSME","6446","y","y",1
1139,"SKT",2013,3/7/2013 0:00:00,"609","DELSME","6413","Y","Y",1
1140,"SKT",2013,3/7/2013 0:00:00,"609","DELSME","6414","Y","Y",1
1141,"SKT",2013,3/7/2013 0:00:00,"609","DELSME","6415","y","y",1
1142,"SKT",2013,3/7/2013 0:00:00,"609","DELSME","6440","y","y",1
1143,"SKT",2013,3/7/2013 0:00:00,"610","DELSME","6411","y","y",1
1144,"SKT",2013,3/7/2013 0:00:00,"610","DELSME","6412","y","y",1
1145,"SKT",2013,4/4/2013 0:00:00,"704","DELSME","6466","y","y",1
1146,"SKT",2013,4/4/2013 0:00:00,"704","DELSME","6467","y","y",1
1147,"SKT",2013,4/4/2013 0:00:00,"704","DELSME","6468","N","Y",1
1148,"SKT",2013,4/4/2013 0:00:00,"704","DELSME","6469","y","y",1
1149,"SKT",2013,4/4/2013 0:00:00,"704","DELSME","6470","Y","Y",1
1150,"SKT",2013,4/4/2013 0:00:00,"704","DELSME","6471","y","y",1
1151,"SKT",2013,4/4/2013 0:00:00,"704","DELSME","6472","y","y",1
1152,"SKT",2013,4/4/2013 0:00:00,"704","DELSME","6473","y","y",1
1153,"SKT",2013,4/4/2013 0:00:00,"704","DELSME","6474","y","y",1
1154,"SKT",2013,4/4/2013 0:00:00,"704","DELSME","6475","y","y",1
1155,"SKT",2013,4/4/2013 0:00:00,"719","DELSME","6476","y","y",1
1156,"SKT",2013,4/4/2013 0:00:00,"716","DELSME","6477","y","y",1
1157,"SKT",2013,4/4/2013 0:00:00,"716","DELSME","6478","y","y",1
1158,"SKT",2013,4/5/2013 0:00:00,"609","DELSME","6454","y","y",1
1159,"SKT",2013,4/5/2013 0:00:00,"609","DELSME","6455","y","y",1
1160,"SKT",2013,2/7/2013 0:00:00,"609","DELSME","6362","Y","Y",1
1161,"SKT",2013,2/7/2013 0:00:00,"609","DELSME","6366","Y","Y",1
1162,"SKT",2013,2/7/2013 0:00:00,"609","DELSME","6367","Y","Y",1
1163,"SKT",2013,5/1/2013 0:00:00,"716","DELSME","6641","Y","y",1
1164,"SKT",2013,2/7/2013 0:00:00,"609","DELSME","6371","Y","y",1
1165,"SKT",2013,2/7/2013 0:00:00,"609","DELSME","6373","Y","y",1
1166,"SKT",2013,2/7/2013 0:00:00,"609","DELSME","6374","Y","Y",1
1167,"SKT",2013,2/7/2013 0:00:00,"609","DELSME","6376","Y","Y",1
1168,"SKT",2013,2/7/2013 0:00:00,"609","DELSME","6378","Y","Y",1
1169,"SKT",2013,2/7/2013 0:00:00,"609","DELSME","6380","Y","Y",1
1170,"SKT",2013,2/7/2013 0:00:00,"609","DELSME","6381","Y","Y",1
1171,"SKT",2013,2/6/2013 0:00:00,"719","DELSME","6294","Y","Y",1
1172,"SKT",2013,2/6/2013 0:00:00,"719","DELSME","6299","Y","Y",1
1173,"SKT",2013,2/6/2013 0:00:00,"719","DELSME","6308","Y","Y",1
1174,"SKT",2013,2/6/2013 0:00:00,"713","DELSME","6309","Y","Y",1
1175,"SKT",2013,2/6/2013 0:00:00,"719","DELSME","6320","Y","Y",1
1176,"SKT",2013,2/6/2013 0:00:00,"719","DELSME","6322","Y","Y",1
1177,"SKT",2013,2/6/2013 0:00:00,"719","DELSME","6327","Y","Y",1
1178,"SKT",2013,2/6/2013 0:00:00,"719","DELSME","6328","Y","Y",1
1179,"SKT",2013,2/6/2013 0:00:00,"719","DELSME","6329","Y","Y",1
1180,"SKT",2013,2/6/2013 0:00:00,"719","DELSME","6348","Y","Y",1
1181,"SKT",2013,3/6/2013 0:00:00,"719","DELSME","6416","y","y",1
1182,"SKT",2013,3/6/2013 0:00:00,"719","DELSME","6417","y","y",1
1183,"SKT",2013,3/6/2013 0:00:00,"719","DELSME","6418","y","y",1
1184,"SKT",2013,3/6/2013 0:00:00,"719","DELSME","6421","y","y",1
1185,"SKT",2013,3/6/2013 0:00:00,"719","DELSME","6422","y","y",2
1186,"SKT",2013,3/6/2013 0:00:00,"719","DELSME","6423","y","y",1
1187,"SKT",2013,3/6/2013 0:00:00,"719","DELSME","6424","y","y",1
1188,"SKT",2013,3/6/2013 0:00:00,"719","DELSME","6427","y","y",1
1189,"SKT",2013,3/6/2013 0:00:00,"719","DELSME","6436","y","y",1
1190,"SKT",2013,3/6/2013 0:00:00,"719","DELSME","6431","y","y",1
1191,"SKT",2013,5/2/2013 0:00:00,"609","DELSME","6456","y","y",1
1192,"SKT",2013,5/2/2013 0:00:00,"609","DELSME","6457","y","y",1
1193,"SKT",2013,5/2/2013 0:00:00,"609","DELSME","6458","y","y",1
1194,"SKT",2013,5/2/2013 0:00:00,"609","DELSME","6459","y","y",1
1195,"SKT",2013,5/1/2013 0:00:00,"706","DELSME","6636","y","y",1
1196,"SKT",2013,5/1/2013 0:00:00,"707","DELSME","6637","y","y",1
1197,"SKT",2013,5/1/2013 0:00:00,"716","DELSME","6639","y","y",1
1198,"SKT",2013,5/1/2013 0:00:00,"716","DELSME","6640","y","y",1
1199,"TNS",2013,6/26/2013 0:00:00,"508","DELSME","0117","N","Y",1
1200,"TNS",2013,6/26/2013 0:00:00,"508","DELSME","0118","N","Y",1
1201,"TNS",2013,6/12/2013 0:00:00,"519","DELSME","0095","Y","Y",1
1202,"TNS",2013,6/27/2013 0:00:00,"606","DELSME","0130","Y","Y",1
1203,"TNS",2013,6/27/2013 0:00:00,"606","DELSME","0132","Y","Y",1
1204,"TNS",2013,6/27/2013 0:00:00,"606","DELSME","0133","Y","Y",1
1205,"TNS",2013,6/27/2013 0:00:00,"606","DELSME","0135","Y","Y",1
1206,"TNS",2013,6/27/2013 0:00:00,"606","DELSME","0136","y","Y",1
1207,"TNS",2013,6/27/2013 0:00:00,"606","DELSME","0137","Y","Y",1
1208,"TNS",2013,6/27/2013 0:00:00,"606","DELSME","0138","N","Y",1
1209,"TNS",2013,6/12/2013 0:00:00,"609","DELSME","0079","Y","y",1
1210,"TNS",2013,6/12/2013 0:00:00,"609","DELSME","0081","Y","Y",1
1211,"TNS",2013,6/12/2013 0:00:00,"609","DELSME","0082","Y","y",1
1212,"TNS",2013,6/12/2013 0:00:00,"609","DELSME","0084","y","Y",1
1213,"TNS",2013,6/12/2013 0:00:00,"609","DELSME","0089","Y","y",1
1214,"TNS",2013,6/12/2013 0:00:00,"609","DELSME","0090","Y","y",1
1215,"TNS",2013,6/12/2013 0:00:00,"609","DELSME","0091","y","y",1
1216,"TNS",2013,6/12/2013 0:00:00,"609","DELSME","0092","Y","y",1
1217,"TNS",2013,6/27/2013 0:00:00,"609","DELSME","0125","Y","y",1
1218,"TNS",2013,6/27/2013 0:00:00,"609","DELSME","0128","Y","Y",1
1219,"TNS",2013,6/12/2013 0:00:00,"610","DELSME","0071","Y","Y",1
1220,"TNS",2013,6/27/2013 0:00:00,"610","DELSME","0121","N","Y",1
1221,"TNS",2013,6/27/2013 0:00:00,"610","DELSME","0124","Y","Y",1
1222,"TNS",2013,6/10/2013 0:00:00,"704","DELSME","0005","Y","Y",1
1223,"TNS",2013,6/10/2013 0:00:00,"704","DELSME","0006","Y","Y",1
1224,"TNS",2013,6/10/2013 0:00:00,"704","DELSME","0007","Y","Y",1
1225,"TNS",2013,6/10/2013 0:00:00,"704","DELSME","0009","N","Y",1
1226,"TNS",2013,6/11/2013 0:00:00,"719","DELSME","0044","Y","Y",1
1227,"TNS",2013,6/11/2013 0:00:00,"719","DELSME","0047","Y","Y",1
1228,"TNS",2013,6/11/2013 0:00:00,"719","DELSME","0048","Y","Y",1
1229,"TNS",2013,6/11/2013 0:00:00,"719","DELSME","0049","Y","Y",1
1230,"TNS",2013,6/11/2013 0:00:00,"719","DELSME","0050","N","Y",1
1231,"TNS",2013,6/11/2013 0:00:00,"719","DELSME","0051","N","Y",1
1232,"TNS",2013,6/11/2013 0:00:00,"719","DELSME","0053","Y","Y",1
1233,"TNS",2013,6/24/2013 0:00:00,"719","DELSME","0100","Y","Y",1
1234,"TNS",2013,6/24/2013 0:00:00,"719","DELSME","0101","Y","Y",1
1235,"TNS",2013,6/11/2013 0:00:00,"721","DELSME","0030","Y","Y",1
1236,"TNS",2012,6/13/2012 0:00:00,"508","DELSME","5189","Y","Y",1
1237,"TNS",2012,6/13/2012 0:00:00,"513","DELSME","5188","Y","Y",1
1238,"TNS",2012,6/27/2012 0:00:00,"513","DELSME","5227","N","Y",1
1239,"SKT",2012,5/1/2012 0:00:00,"513","DELSME","5038","Y","y",1
1240,"SKT",2012,5/1/2012 0:00:00,"513","DELSME","5042","y","y",1
1241,"SKT",2012,5/1/2012 0:00:00,"513","DELSME","5043","Y","y",1
1242,"SKT",2012,5/1/2012 0:00:00,"519","DELSME","5048","y","y",1
1243,"SKT",2012,5/1/2012 0:00:00,"519","DELSME","5047","y","y",1
1244,"SKT",2012,5/1/2012 0:00:00,"519","DELSME","5049","Y","y",1
1245,"SKT",2012,5/1/2012 0:00:00,"519","DELSME","5050","y","y",1
1246,"SKT",2012,5/1/2012 0:00:00,"519","DELSME","5052","y","y",1
1247,"SKT",2012,5/1/2012 0:00:00,"520","DELSME","5056","y","y",1
1248,"SKT",2012,5/1/2012 0:00:00,"520","DELSME","5060","y","y",2
1249,"SKT",2012,5/2/2012 0:00:00,"704","DELSME","5061","y","y",2
1250,"SKT",2012,5/2/2012 0:00:00,"704","DELSME","5062","y","y",1
1251,"SKT",2012,5/2/2012 0:00:00,"707","DELSME","5064","y","y",1
1252,"SKT",2012,5/2/2012 0:00:00,"707","DELSME","5066","y","y",1
1253,"SKT",2012,5/2/2012 0:00:00,"713","DELSME","5068","y","y",1
1254,"SKT",2012,5/2/2012 0:00:00,"715","DELSME","5070","y","y",1
1255,"SKT",2012,5/2/2012 0:00:00,"715","DELSME","5071","y","y",1
1256,"SKT",2012,5/2/2012 0:00:00,"715","DELSME","5073","y","y",1
1257,"SKT",2012,5/3/2012 0:00:00,"504","DELSME","5123","y","y",1
1258,"SKT",2012,5/3/2012 0:00:00,"504","DELSME","5125","y","y",1
1259,"SKT",2012,5/3/2012 0:00:00,"501","DELSME","5127","n","y",1
1260,"SKT",2012,5/3/2012 0:00:00,"411","DELSME","5129","n","y",1
1261,"SKT",2012,5/3/2012 0:00:00,"609","DELSME","5134","n","y",1
1262,"TNS",2012,6/27/2012 0:00:00,"513","DELSME","5228","y","y",1
1263,"TNS",2012,6/27/2012 0:00:00,"513","DELSME","5229","y","y",1
1264,"TNS",2012,6/27/2012 0:00:00,"513","DELSME","5230","y","y",1
1265,"TNS",2012,6/27/2012 0:00:00,"513","DELSME","5231","y","y",1
1266,"TNS",2012,6/27/2012 0:00:00,"513","DELSME","5232","y","y",1
1267,"TNS",2012,6/27/2012 0:00:00,"513","DELSME","5233","y","y",1
1268,"TNS",2012,6/27/2012 0:00:00,"513","DELSME","5235","n","y",1
1269,"TNS",2012,6/27/2012 0:00:00,"513","DELSME","5236","y","y",1
1270,"TNS",2012,6/14/2012 0:00:00,"609","DELSME","5190","y","y",1
1271,"TNS",2012,6/14/2012 0:00:00,"609","DELSME","5191","y","y",1
1272,"TNS",2012,6/14/2012 0:00:00,"609","DELSME","5194","y","y",1
1273,"TNS",2012,6/12/2012 0:00:00,"704","DELSME","5182","y","y",1
1274,"TNS",2012,6/12/2012 0:00:00,"704","DELSME","5183","y","y",1
1275,"TNS",2012,6/12/2012 0:00:00,"704","DELSME","5184","y","y",1
1276,"TNS",2012,6/12/2012 0:00:00,"706","DELSME","5179","y","y",2
1277,"TNS",2012,6/11/2012 0:00:00,"719","DELSME","5146","y","y",1
1278,"TNS",2012,6/11/2012 0:00:00,"719","DELSME","5148","y","y",1
1279,"TNS",2012,6/11/2012 0:00:00,"719","DELSME","5150","y","y",1
1280,"TNS",2012,6/11/2012 0:00:00,"721","DELSME","5135","y","y",1
1281,"TNS",2012,6/11/2012 0:00:00,"721","DELSME","5138","y","y",1
1282,"TNS",2012,6/11/2012 0:00:00,"721","DELSME","5139","y","Y",2
1283,"TNS",2012,6/11/2012 0:00:00,"721","DELSME","5140","y","y",1
1284,"TNS",2012,6/11/2012 0:00:00,"721","DELSME","5143","y","y",1
1285,"TNS",2012,6/11/2012 0:00:00,"721","DELSME","5144","y","y",1
1286,"TNS",2012,6/25/2012 0:00:00,"721","DELSME","5195","y","y",1
1287,"TNS",2012,6/25/2012 0:00:00,"721","DELSME","5197","y","y",1
1288,"TNS",2012,6/25/2012 0:00:00,"721","DELSME","5198","y","y",1
1289,"TNS",2012,6/11/2012 0:00:00,"797","DELSME","5156","y","y",1
1290,"TNS",2012,6/11/2012 0:00:00,"797","DELSME","5157","y","y",1
1291,"TNS",2012,6/11/2012 0:00:00,"797","DELSME","5161","y","Y",1
1292,"TNS",2012,6/11/2012 0:00:00,"797","DELSME","5162","y","y",1
1293,"TNS",2012,6/11/2012 0:00:00,"797","DELSME","5163","y","y",1
1294,"TNS",2012,8/8/2012 0:00:00,"513","DELSME","5301","Y","Y",1
1295,"TNS",2012,8/9/2012 0:00:00,"602","DELSME","5311","y","y",2
1296,"TNS",2012,8/6/2012 0:00:00,"721","DELSME","5253","Y","y",1
1298,"TNS",2012,8/6/2012 0:00:00,"797","DELSME","5285","Y","Y",1
