"UniqueID","DietStudy","LogNumber","Project","GearType","Year","Month","Date","Time","Station","SerialNumber","CulturedOrigin","Depth","SurfaceTemperature","SurfaceConductivity","SurfacePPT","BottomTemperature","BottomConductivity","BottomPPT","Secchi","Turbidity","TotalBodyWeight","Length","GutContents","TotalGutContentWeight","TotalNumberOfPrey","TotalPreyWeight","GutFullness","FullnessRank","DigestionRank","Debris","Stomach tissue","Unid animal material","Unid plant material","Worm pieces","Acanthocyclops spp","Acartia spp","Acartia copepodid","Acartiella sinensis","Acartiella copepodid","Barnacle nauplii","Bosmina spp","Ceriodaphnia spp","Calanoid copepodid","Chironomid larvae","Clams","Copepod nauplii","Corophium type","Crab zoea","Cumaceans","Cyclopoid copepodid","Daphnia spp","Diacyclops spp","Diaphanosoma spp","Diaptomus spp","Diaptomus copepodid","Eucyclops spp","Eurytemora spp","Eurytemora copepodid","Eurytemora nauplii","Fish eggs","Gammarus type","Harpacticoids","Hyperacanthomysis longirostris","Isopods","Limnoithona spp","Limnoithona copepodid","Longfin Smelt","Neomysis kadiakensis","Neomysis mercedis","Nippoleucon hinumensis","Oithona davisae","Oithona copepodid","Osphranticum","Ostracods","Other calanoid","Other cladocera","Other cyclopoid","Other insect larvae","Other malacostraca","Other rotifer","Other zooplankton","Palaemon","Prickly Sculpin","Pseudodiaptomus copepodid","Pseudodiaptomus forbesi","Pseudodiaptomus marinus","Pseudodiaptomus nauplii","Pseudodiaptomus spp","Sinocalanus copepodid","Sinocalanus nauplii","Sinocalanus spp","Terrestrial invertebrates","Tortanus copepodid","Tortanus dextrilobatus","Tortanus spp","Tridentiger spp","Unid amphipod","Unid calanoid","Unid cladocera","Unid copepod","Unid cumacean","Unid cyclopoid","Unid fish","Unid mysids","totprey"
"FLaSH 1884 SKT 2015-04-08 719 7165","FLaSH","1884","SKT","KT",2015,4,2015-04-08,07:20:00,"719","7165","NA",10.3632,15.9,428,0.19,NA,NA,NA,52,18,2.0325,65,"Y",NA,163,0.03857,1.89746,4,2,"Y","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 2066 STN 2015-06-18 719 7172","FLaSH","2066","STN","TWNET",2015,6,2015-06-18,10:21:00,"719","7172","NA",10.9728,22.6000003814697,185,0.0778875398865412,22.2,398,0.18,44,34.2000007629395,0.2852,34,"Y",NA,1,0,0.00095,1,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 2106 STN 2017-06-27 418 7345","FLaSH","2106","STN","TWNET",2017,6,2017-06-27,12:41:00,"418","7345","NA",9.7536,21.1,5390,2.89,20.9,5018,2.67,29,52.8,0.3882,40,"Y",NA,11,0.00048,0.12372,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 2128 STN 2017-07-11 418 7750","FLaSH","2128","STN","TWNET",2017,7,2017-07-11,13:33:00,"418","7750","NA",9.4488,22.2,6606,3.59,22.3,7820,4.31,30,46.4,0.6642,45,"Y",NA,1,9e-05,0.01414,1,1,"Y","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 2299 STN 2018-06-25 508 7616","FLaSH","2299","STN","TWNET",2018,6,2018-06-25,12:47:00,"508","7616","NA",11.2776,21.4,4639,2.45628407852416,21.3,5892,3.18,36,28.7,0.3215,35,"Y",0.00323,41,0.00225,0.70012,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 2300 STN 2018-06-12 797 7617","FLaSH","2300","STN","TWNET",2018,6,2018-06-12,13:41:00,"797","7617","NA",9.144,24.3,681,0.314211384184789,22.7,708,0.33,46,20.7,0.3806,40,"Y",0.00141,18,0.00088,0.23132,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1908 GES 2014-12-02 797 0339","FLaSH","1908","GES","MWTCC",2014,12,2014-12-02,14:38:00,"797","0339","NA",11.8872,13.8,491,0.22,13.9,493,0.22,0.26,55.8,1.1927,56,"Y",0.00206,11,0.00084,0.07032,1,3,"N","N","Y","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1930 GES 2014-08-21 704 0040","FLaSH","1930","GES","MWTCC",2014,8,2014-08-21,11:14:00,"704","0040","NA",7.3152,22.6,1214,0.58,21.9,2315,1.17,0.66,13.2,0.5149,41,"Y",0.00171,2,4e-05,0.00843,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1933 GES 2014-08-21 704 0048","FLaSH","1933","GES","MWTCC",2014,8,2014-08-21,11:14:00,"704","0048","NA",7.3152,22.6,1214,0.58,21.9,2315,1.17,0.66,13.2,0.4765,39,"Y",NA,3,0.00014,0.02884,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1939 GES 2014-08-21 704 0058","FLaSH","1939","GES","MWTCC",2014,8,2014-08-21,11:14:00,"704","0058","NA",7.3152,22.6,1214,0.58,21.9,2315,1.17,0.66,13.2,0.6673,43,"Y",NA,1,3e-05,0.00414,1,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1968 GES 2014-08-21 704 0129","FLaSH","1968","GES","MWTCC",2014,8,2014-08-21,13:16:00,"704","0129","NA",9.7536,23.4,3175,1.63,21.9,4373,2.31,0.57,20,0.6939,47,"Y",0.00364,29,0.00139,0.19976,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1993 GES 2014-08-21 797 0233","FLaSH","1993","GES","MWTCC",2014,8,2014-08-21,16:01:00,"797","0233","NA",9.144,23.3,541,0.25,22.1,594,0.27,0.45,28.2,0.698,46,"Y",NA,1,1e-05,0.00196,1,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1996 GES 2014-08-21 797 0239","FLaSH","1996","GES","MWTCC",2014,8,2014-08-21,16:01:00,"797","0239","NA",9.144,23.3,541,0.25,22.1,594,0.27,0.45,28.2,0.8347,47,"Y",0.00426,6,0.00019,0.02323,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1997 GES 2014-08-21 797 0242","FLaSH","1997","GES","MWTCC",2014,8,2014-08-21,16:01:00,"797","0242","NA",9.144,23.3,541,0.25,22.1,594,0.27,0.45,28.2,0.6283,43,"Y",NA,7,0.00017,0.02736,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 2055 GES 2014-09-25 705 0311","FLaSH","2055","GES","MWTCC",2014,9,2014-09-25,11:20:00,"705","0311","NA",7.3152,21.5,1515,0.74,21.2,1806,0.89,0.53,23.4,1.1076,52,"Y",NA,50,0.00143,0.1288,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1098 SKT 2013-01-10 606 6285","FLaSH","1098","SKT","KT",2013,1,2013-01-10,09:36:00,"606","6285","NA",8.8392,7.69999980926514,2253,1.13178251879548,NA,NA,NA,15,123,2.064,65,"Y",0.00686,NA,NA,NA,1,4,"N","N","Y","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1150 SKT 2013-04-04 704 6471","FLaSH","1150","SKT","KT",2013,4,2013-04-04,09:16:00,"704","6471","NA",10.0584,16.3999996185303,269,0.116266663217221,NA,NA,NA,72,14,2.5368,70,"Y",NA,NA,NA,NA,1,1,"N","N","N","Y","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1217 STN 2013-06-27 609 0125","FLaSH","1217","STN","TWNET",2013,6,2013-06-27,08:18:00,"609","0125","NA",8.2296,21.1000003814697,8251,4.56339642760803,NA,8258,4.56756861568819,25,NA,0.5108,42,"Y",NA,NA,NA,NA,1,4,"N","N","Y","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1223 STN 2013-06-10 704 0006","FLaSH","1223","STN","TWNET",2013,6,2013-06-10,10:17:00,"704","0006","NA",9.144,19.2000007629395,1466,0.714149189200495,NA,1682,0.827439352335584,27,NA,0.1255,27,"Y",0.00149,NA,NA,NA,1,1,"Y","N","Y","Y","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1252 SKT 2012-05-02 707 5066","FLaSH","1252","SKT","KT",2012,5,2012-05-02,07:53:00,"707","5066","NA",9.144,16.5,139,0.057359605,NA,NA,NA,68,16,2.0844,66,"Y",NA,NA,NA,NA,1,4,"N","N","Y","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1347 STN 2013-08-21 519 0311","FLaSH","1347","STN","TWNET",2013,8,2013-08-21,14:18:00,"519","0311","NA",2.7432,21.7999992370605,12236,6.9827576135772,NA,12249,6.99078265884248,18,NA,0.7606,49,"Y",0.00316,NA,NA,NA,1,1,"Y","N","Y","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1670 STN 2014-07-01 602 0151","FLaSH","1670","STN","TWNET",2014,7,2014-07-01,10:41:00,"602","0151","NA",1.2192,21,18025,10.6286731401806,20.7,17908,10.5536533950325,19,124,1.1945,56,"Y",NA,NA,NA,NA,1,4,"N","N","Y","Y","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP 0537 EDSM 2022-04-20 22-38-SM01 1846","DOP","0537","EDSM","20mm",2022,4,2022-04-20,NA,"22-38-SM01","1846","N",NA,15.8,4914,2.6130399431316,NA,NA,NA,11,115,0.0035,17.5,"Y",NA,0,0,0,1,4,"N","N","N","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
