"UniqueID","DietStudy","LogNumber","Project","GearType","Year","Month","Date","Time","Station","SerialNumber","CultureOrigin","Depth","SurfaceTemperature","SurfaceConductivity","SurfacePPT","BottomTemperature","BottomConductivity","BottomPPT","Secchi","Turbidity","TotalBodyWeight","Length","GutContents","TotalGutContentWeight","TotalNumberOfPrey","TotalPreyWeight","GutFullness","FullnessRank","DigestionRank","Debris","Unid animal material","Unid plant material","Stomach tissue","Worm pieces","Acanthocyclops spp","Acartia copepodid","Acartia spp","Acartiella copepodid","Acartiella sinensis","Barnacle nauplii","Bosmina spp","Calanoid copepodid","Ceriodaphnia spp","Chironomid larvae","Clams","Copepod nauplii","Corophium type","Crab zoea","Cumaceans","Cyclopoid copepodid","Daphnia spp","Diaphanosoma spp","Diaptomus copepodid","Diaptomus spp","Eurytemora copepodid","Eurytemora nauplii","Eurytemora spp","Fish eggs","Gammarus type","Harpacticoids","Hyperacanthomysis longirostris","Isopods","Limnoithona copepodid","Limnoithona spp","Longfin Smelt","Neomysis kadiakensis","Neomysis mercedis","Nippoleucon hinumensis","Oithona copepodid","Oithona davisae","Osphranticum","Ostracods","Other calanoid","Other cladocera","Other cyclopoid","Other insect larvae","Other malacostraca","Other rotifer","Other zooplankton","Pacific Herring","Palaemon","Prickly Sculpin","Pseudodiaptomus copepodid","Pseudodiaptomus forbesi","Pseudodiaptomus marinus","Pseudodiaptomus nauplii","Pseudodiaptomus spp","Sinocalanus copepodid","Sinocalanus nauplii","Sinocalanus spp","Synchaeta","Terrestrial invertebrates","Tortanus copepodid","Tortanus dextrilobatus","Tortanus spp","Tridentiger spp","Unid amphipod","Unid calanoid","Unid cladocera","Unid copepod","Unid cyclopoid","Unid fish","Unid mysids"
"FLaSH 1270 STN 2012-06-14 609 5190","FLaSH","1270","STN","TWNET",2012,6,2012-06-14,08:05:00,"609","5190","U",7.9,20.5,5200,2.78,20,5480,2.94,29,53,0.1553,29,"Y",NA,1,NA,0.04552,1,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1271 STN 2012-06-14 609 5191","FLaSH","1271","STN","TWNET",2012,6,2012-06-14,08:05:00,"609","5191","U",7.9,20.5,5200,2.78,20,5480,2.94,29,53,0.1768,31,"Y",0.00074,1,0.00074,0.03999,1,0,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1272 STN 2012-06-14 609 5194","FLaSH","1272","STN","TWNET",2012,6,2012-06-14,08:05:00,"609","5194","U",7.9,20.5,5200,2.78,20,5480,2.94,29,53,0.1528,28,"Y",0.00109,4,0.00109,0.15406,2,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1273 STN 2012-06-12 704 5182","FLaSH","1273","STN","TWNET",2012,6,2012-06-12,14:56:00,"704","5182","U",7.9,21.1,580,0.26,22,739,0.34,41,25,0.3938,39,"Y",0.0037,81,0.0037,1.43415,4,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1274 STN 2012-06-12 704 5183","FLaSH","1274","STN","TWNET",2012,6,2012-06-12,14:56:00,"704","5183","U",7.9,21.1,580,0.26,22,739,0.34,41,25,0.6045,42,"Y",0.00553,97,0.00553,0.9825,3,3,"Y","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,51,0,0,0,0,0,0,0,2,2,0,0,0,0
"FLaSH 1275 STN 2012-06-12 704 5184","FLaSH","1275","STN","TWNET",2012,6,2012-06-12,14:56:00,"704","5184","U",7.9,21.1,580,0.26,22,739,0.34,41,25,0.1761,29,"Y",NA,12,NA,0.46383,4,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1276 STN 2012-06-12 706 5179","FLaSH","1276","STN","TWNET",2012,6,2012-06-12,14:03:00,"706","5179","U",8.2,21.1,208,0.09,23,252,0.11,46,19,0.1525,28,"Y",0.00047,8,0.00047,0.32944,2,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1277 STN 2012-06-11 719 5146","FLaSH","1277","STN","TWNET",2012,6,2012-06-11,11:57:00,"719","5146","U",7.3,23.2,392,0.17,22,374,0.17,29,37.4,0.5174,41,"Y",NA,146,NA,1.25617,3,4,"Y","Y","N","N","N",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,212,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,0,0
"FLaSH 1278 STN 2012-06-11 719 5148","FLaSH","1278","STN","TWNET",2012,6,2012-06-11,11:57:00,"719","5148","U",7.3,23.2,392,0.17,22,374,0.17,29,37.4,0.713,44,"Y",0.01085,266,0.01085,1.45175,3,3,"N","Y","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,292,0,0,0,0,2,18,0,0,0,0,0,0,0,18,0,6,0,0,0
"FLaSH 1279 STN 2012-06-11 719 5150","FLaSH","1279","STN","TWNET",2012,6,2012-06-11,11:57:00,"719","5150","U",7.3,23.2,392,0.17,22,374,0.17,29,37.4,0.2029,29,"Y",0.00075,10,0.00075,0.2689,3,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1280 STN 2012-06-11 721 5135","FLaSH","1280","STN","TWNET",2012,6,2012-06-11,10:40:00,"721","5135","U",2.1,21.1,212,0.09,20,212,0.09,19,54.3,4.0209,80,"Y",NA,416,NA,0.5552,4,2,"N","Y","N","N","N",0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,374,0,0,0,0,0,19,0,0,0,0,0,0,0,5,0,1,0,0,0
"FLaSH 1281 STN 2012-06-11 721 5138","FLaSH","1281","STN","TWNET",2012,6,2012-06-11,10:40:00,"721","5138","U",2.1,21.1,212,0.09,20,212,0.09,19,54.3,0.2058,31,"Y",NA,22,NA,0.45884,3,2,"N","N","N","N","N",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"FLaSH 1282 STN 2012-06-11 721 5139","FLaSH","1282","STN","TWNET",2012,6,2012-06-11,10:40:00,"721","5139","U",2.1,21.1,212,0.09,20,212,0.09,19,54.3,0.242,33,"Y",NA,31,NA,0.66479,4,1,"N","N","N","N","N",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1283 STN 2012-06-11 721 5140","FLaSH","1283","STN","TWNET",2012,6,2012-06-11,10:40:00,"721","5140","U",2.1,21.1,212,0.09,20,212,0.09,19,54.3,0.189,31,"Y",0.00187,15,0.00187,0.43571,3,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1284 STN 2012-06-11 721 5143","FLaSH","1284","STN","TWNET",2012,6,2012-06-11,10:40:00,"721","5143","U",2.1,21.1,212,0.09,20,212,0.09,19,54.3,0.1758,30,"Y",0.00176,40,0.00176,0.71098,3,3,"N","N","N","N","N",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,15,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0
"FLaSH 1285 STN 2012-06-11 721 5144","FLaSH","1285","STN","TWNET",2012,6,2012-06-11,10:40:00,"721","5144","U",2.1,21.1,212,0.09,20,212,0.09,19,54.3,0.1633,29,"Y",0.00137,39,0.00137,0.61274,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
"FLaSH 1286 STN 2012-06-25 721 5195","FLaSH","1286","STN","TWNET",2012,6,2012-06-25,08:37:00,"721","5195","U",4,18.5,179,0.08,18,190,0.08,22,50.6,0.3014,36,"Y",0.00177,62,0.00177,0.82389,3,2,"N","N","N","N","N",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,0,0,0,9,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0
"FLaSH 1287 STN 2012-06-25 721 5197","FLaSH","1287","STN","TWNET",2012,6,2012-06-25,08:37:00,"721","5197","U",4,18.5,179,0.08,18,190,0.08,22,50.6,0.681,45,"Y",0.00609,29,0.00609,0.22016,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0
"FLaSH 1288 STN 2012-06-25 721 5198","FLaSH","1288","STN","TWNET",2012,6,2012-06-25,08:37:00,"721","5198","U",4,18.5,179,0.08,18,190,0.08,22,50.6,0.4832,42,"Y",0.00226,57,0.00226,0.55445,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"FLaSH 1289 STN 2012-06-11 797 5156","FLaSH","1289","STN","TWNET",2012,6,2012-06-11,12:42:00,"797","5156","U",9.8,23.1,694,0.32,22,696,0.32,24,40.7,0.3631,36,"Y",0.00313,49,0.00313,0.63357,2,1,"Y","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1290 STN 2012-06-11 797 5157","FLaSH","1290","STN","TWNET",2012,6,2012-06-11,12:42:00,"797","5157","U",9.8,23.1,694,0.32,22,696,0.32,24,40.7,0.1509,28,"Y",NA,72,NA,0.46196,2,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1291 STN 2012-06-11 797 5161","FLaSH","1291","STN","TWNET",2012,6,2012-06-11,12:42:00,"797","5161","U",9.8,23.1,694,0.32,22,696,0.32,24,40.7,0.1653,29,"Y",0.00152,28,0.00152,0.76909,4,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
"FLaSH 1292 STN 2012-06-11 797 5162","FLaSH","1292","STN","TWNET",2012,6,2012-06-11,12:42:00,"797","5162","U",9.8,23.1,694,0.32,22,696,0.32,24,40.7,0.3999,37,"Y",0.0046,144,0.0046,1.15276,3,3,"N","Y","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,2,0,0,0
"FLaSH 1293 STN 2012-06-11 797 5163","FLaSH","1293","STN","TWNET",2012,6,2012-06-11,12:42:00,"797","5163","U",9.8,23.1,694,0.32,22,696,0.32,24,40.7,0.4507,38,"Y",0.0017,8,0.0017,0.08199,3,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1294 STN 2012-08-08 513 5301","FLaSH","1294","STN","TWNET",2012,8,2012-08-08,09:04:00,"513","5301","U",12.5,20.7,2322,1.17,20,2308,1.16,44,23.6,0.5113,41,"Y",0.00502,73,0.00502,1.00142,3,3,"N","Y","N","N","N",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
"FLaSH 1295 STN 2012-08-09 602 5311","FLaSH","1295","STN","TWNET",2012,8,2012-08-09,10:57:00,"602","5311","U",1.2,21,9640,5.4,21,9760,5.47,37,31.2,0.1115,29,"Y",NA,596,NA,2.51812,4,2,"N","N","Y","N","N",0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1296 STN 2012-08-06 721 5253","FLaSH","1296","STN","TWNET",2012,8,2012-08-06,08:49:00,"721","5253","U",2.7,20,147,0.06,20,151,0.06,36,27.4,0.6804,47,"Y",NA,5,NA,0.00922,1,0,"N","Y","N","N","N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1297 STN 2012-08-06 721 5254","FLaSH","1297","STN","TWNET",2012,8,2012-08-06,08:49:00,"721","5254","U",2.7,20,147,0.06,20,151,0.06,36,27.4,0.5308,42,"Y",0.0025,239,0.0025,0.66818,2,3,"N","Y","N","N","N",0,0,0,0,0,0,0,118,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,7,0,14,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0
"FLaSH 1298 STN 2012-08-06 797 5285","FLaSH","1298","STN","TWNET",2012,8,2012-08-06,13:15:00,"797","5285","U",9.8,23.7,767,0.36,24,765,0.36,30,34.2,0.8164,49,"Y",0.00276,19,0.00276,0.13197,2,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1299 STN 2012-08-06 797 5286","FLaSH","1299","STN","TWNET",2012,8,2012-08-06,13:15:00,"797","5286","U",9.8,23.7,767,0.36,24,765,0.36,30,34.2,1.244,57,"Y",0.06206,29,0.06206,0.11809,1,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,12,0,0,0,0,0,0,0,1,0,0,1,0,0
"FLaSH 1300 STN 2012-08-06 797 5287","FLaSH","1300","STN","TWNET",2012,8,2012-08-06,13:15:00,"797","5287","U",9.8,23.7,767,0.36,24,765,0.36,30,34.2,1.0973,54,"Y",0.00763,122,0.00763,0.51268,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,0,0,0,1,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0
"FLaSH 1301 STN 2012-08-06 797 5288","FLaSH","1301","STN","TWNET",2012,8,2012-08-06,13:15:00,"797","5288","U",9.8,23.7,767,0.36,24,765,0.36,30,34.2,1.3935,58,"Y",0.00959,106,0.00959,0.29962,2,3,"N","Y","N","N","N",0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,64,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
"FLaSH 1302 STN 2012-08-06 797 5289","FLaSH","1302","STN","TWNET",2012,8,2012-08-06,13:15:00,"797","5289","U",9.8,23.7,767,0.36,24,765,0.36,30,34.2,1.6974,60,"Y",0.00537,51,0.00537,0.17433,2,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,35,0,0,0,0,0,0,0,2,0,0,0,0,0
"FLaSH 1303 STN 2012-08-08 801 5299","FLaSH","1303","STN","TWNET",2012,8,2012-08-08,08:05:00,"801","5299","U",6.1,20.7,1080,0.51,20,1301,0.63,48,17.1,0.724,47,"Y",0.00322,39,0.00322,0.27394,2,1,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"FLaSH 1304 STN 2013-06-11 721 0031","FLaSH","1304","STN","TWNET",2013,6,2013-06-11,08:31:00,"721","0031","U",4.3,20.1,188,0.08,NA,128,0.05,35,NA,0.562,42,"Y",0.00587,128,0.00587,0.56438,3,2,"N","N","N","N","N",0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,23,0,2,0,6,0,5,0,0,0,0,0,0,0,8,0,2,0,0,0
"FLaSH 1305 STN 2013-06-11 721 0032","FLaSH","1305","STN","TWNET",2013,6,2013-06-11,08:31:00,"721","0032","U",4.3,20.1,188,0.08,NA,128,0.05,35,NA,0.4505,38,"Y",0.00274,103,0.00274,0.67292,3,3,"N","N","N","N","N",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"FLaSH 1306 STN 2013-06-11 721 0033","FLaSH","1306","STN","TWNET",2013,6,2013-06-11,08:31:00,"721","0033","U",4.3,20.1,188,0.08,NA,128,0.05,35,NA,0.393,37,"Y",0.0018,12,0.0018,0.16763,3,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1307 STN 2013-06-11 721 0034","FLaSH","1307","STN","TWNET",2013,6,2013-06-11,08:31:00,"721","0034","U",4.3,20.1,188,0.08,NA,128,0.05,35,NA,0.3077,34,"Y",0.00112,6,0.00112,0.06688,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1308 STN 2013-06-11 721 0035","FLaSH","1308","STN","TWNET",2013,6,2013-06-11,08:31:00,"721","0035","U",4.3,20.1,188,0.08,NA,128,0.05,35,NA,0.3155,36,"Y",NA,167,NA,1.49106,3,3,"N","N","N","N","N",0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,55,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"FLaSH 1309 STN 2013-06-11 721 0038","FLaSH","1309","STN","TWNET",2013,6,2013-06-11,08:31:00,"721","0038","U",4.3,20.1,188,0.08,NA,128,0.05,35,NA,0.5262,41,"Y",0.00442,101,0.00442,0.71357,3,3,"N","N","N","N","N",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,0,0,0,0,1,4,0,0,0,0,0,0,0,8,0,2,0,0,0
"FLaSH 1310 STN 2013-06-11 721 0039","FLaSH","1310","STN","TWNET",2013,6,2013-06-11,08:31:00,"721","0039","U",4.3,20.1,188,0.08,NA,128,0.05,35,NA,0.5345,40,"Y",0.0033,157,0.0033,0.80473,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,43,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0
"FLaSH 1311 STN 2013-06-24 721 0098","FLaSH","1311","STN","TWNET",2013,6,2013-06-24,09:03:00,"721","0098","U",3.4,20,181,0.08,NA,178,0.07,38,NA,0.2879,36,"Y",0.00161,29,0.00161,0.49576,2,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1313 STN 2013-06-11 797 0057","FLaSH","1313","STN","TWNET",2013,6,2013-06-11,10:29:00,"797","0057","U",9.8,21.1,682,0.31,NA,384,0.17,23,NA,0.4483,40,"Y",0.0043,28,0.0043,0.24892,2,1,"N","N","N","N","N",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"FLaSH 1314 STN 2013-06-11 797 0058","FLaSH","1314","STN","TWNET",2013,6,2013-06-11,10:29:00,"797","0058","U",9.8,21.1,682,0.31,NA,384,0.17,23,NA,0.2855,34,"Y",0.00305,67,0.00305,0.56473,3,3,"N","N","N","N","N",0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,12,1,8,0,0,0,0,0,0,0,4,0,0,0,0,0
"FLaSH 1315 STN 2013-06-11 797 0059","FLaSH","1315","STN","TWNET",2013,6,2013-06-11,10:29:00,"797","0059","U",9.8,21.1,682,0.31,NA,384,0.17,23,NA,0.3636,36,"Y",0.00307,69,0.00307,0.53171,3,1,"N","N","N","N","N",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,2,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1316 STN 2013-06-11 797 0060","FLaSH","1316","STN","TWNET",2013,6,2013-06-11,10:29:00,"797","0060","U",9.8,21.1,682,0.31,NA,384,0.17,23,NA,0.3705,37,"Y",0.00398,36,0.00398,0.34564,2,1,"Y","Y","N","N","N",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1317 STN 2013-06-11 797 0065","FLaSH","1317","STN","TWNET",2013,6,2013-06-11,10:29:00,"797","0065","U",9.8,21.1,682,0.31,NA,384,0.17,23,NA,0.445,39,"Y",NA,72,NA,0.66634,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
